SYMBOL,QUOTE_TYPE,REGION,SHORT_NAME,FUND_LONG_NAME,CURRENCY,FUND_CATEGORY,FUND_FAMILY,EXCHANGE_CODE,EXCHANGE_NAME,EXCHANGE_TIMEZONE,AVG_VOL_3MONTH,AVG_VOL_10DAY,TOTAL_NET_ASSETS,DAY50_MOVING_AVERAGE,DAY200_MOVING_AVERAGE,WEEK52_HIGH_LOW_CHANGE,WEEK52_HIGH_LOW_CHANGE_PERC,WEEK52_HIGH,WEEK52_HIGH_CHANGE,WEEK52_HIGH_CHANGE_PERC,WEEK52_LOW,WEEK52_LOW_CHANGE,WEEK52_LOW_CHANGE_PERC,INVESTMENT_STRATEGY,FUND_YIELD,INCEPTION_DATE,ANNUAL_HOLDINGS_TURNOVER,INVESTMENT_TYPE,SIZE_TYPE,FUND_ANNUAL_REPORT_NET_EXPENSE_RATIO,CATEGORY_ANNUAL_REPORT_NET_EXPENSE_RATIO,ASSET_STOCKS,ASSET_BONDS,FUND_SECTOR_BASIC_MATERIALS,FUND_SECTOR_COMMUNICATION_SERVICES,FUND_SECTOR_CONSUMER_CYCLICAL,FUND_SECTOR_CONSUMER_DEFENSIVE,FUND_SECTOR_ENERGY,FUND_SECTOR_FINANCIAL_SERVICES,FUND_SECTOR_HEALTHCARE,FUND_SECTOR_INDUSTRIALS,FUND_SECTOR_REAL_ESTATE,FUND_SECTOR_TECHNOLOGY,FUND_SECTOR_UTILITIES,FUND_PRICE_BOOK_RATIO,FUND_PRICE_CASHFLOW_RATIO,FUND_PRICE_EARNING_RATIO,FUND_PRICE_SALES_RATIO,FUND_BOND_MATURITY,FUND_BOND_DURATION,FUND_BONDS_US_GOVERNMENT,FUND_BONDS_AAA,FUND_BONDS_AA,FUND_BONDS_A,FUND_BONDS_BBB,FUND_BONDS_BB,FUND_BONDS_B,FUND_BONDS_BELOW_B,FUND_BONDS_OTHERS,TOP10_HOLDINGS,TOP10_HOLDINGS_TOTAL_ASSETS,RETURNS_AS_OF_DATE,FUND_RETURN_YTD,CATEGORY_RETURN_YTD,FUND_RETURN_1MONTH,CATEGORY_RETURN_1MONTH,FUND_RETURN_3MONTHS,CATEGORY_RETURN_3MONTHS,FUND_RETURN_1YEAR,CATEGORY_RETURN_1YEAR,FUND_RETURN_3YEARS,CATEGORY_RETURN_3YEARS,FUND_RETURN_5YEARS,CATEGORY_RETURN_5YEARS,FUND_RETURN_10YEARS,CATEGORY_RETURN_10YEARS,YEARS_UP,YEARS_DOWN,FUND_RETURN_2020,CATEGORY_RETURN_2020,FUND_RETURN_2019,CATEGORY_RETURN_2019,FUND_RETURN_2018,CATEGORY_RETURN_2018,FUND_RETURN_2017,CATEGORY_RETURN_2017,FUND_RETURN_2016,CATEGORY_RETURN_2016,FUND_RETURN_2015,CATEGORY_RETURN_2015,FUND_RETURN_2014,CATEGORY_RETURN_2014,FUND_RETURN_2013,CATEGORY_RETURN_2013,FUND_RETURN_2012,CATEGORY_RETURN_2012,FUND_RETURN_2011,CATEGORY_RETURN_2011,FUND_RETURN_2010,CATEGORY_RETURN_2010,FUND_RETURN_2009,CATEGORY_RETURN_2009,FUND_RETURN_2008,CATEGORY_RETURN_2008,FUND_RETURN_2007,CATEGORY_RETURN_2007,FUND_RETURN_2006,CATEGORY_RETURN_2006,FUND_RETURN_2005,CATEGORY_RETURN_2005,FUND_RETURN_2004,CATEGORY_RETURN_2004,FUND_RETURN_2003,CATEGORY_RETURN_2003,FUND_RETURN_2002,CATEGORY_RETURN_2002,FUND_RETURN_2001,CATEGORY_RETURN_2001,FUND_RETURN_2000,CATEGORY_RETURN_2000,FUND_ALPHA_3YEARS,FUND_BETA_3YEARS,FUND_MEAN_ANNUAL_RETURN_3YEARS,FUND_R_SQUARED_3YEARS,FUND_STDEV_3YEARS,FUND_SHARPE_RATIO_3YEARS,FUND_TREYNOR_RATIO_3YEARS,FUND_ALPHA_5YEARS,FUND_BETA_5YEARS,FUND_MEAN_ANNUAL_RETURN_5YEARS,FUND_R_SQUARED_5YEARS,FUND_STDEV_5YEARS,FUND_SHARPE_RATIO_5YEARS,FUND_TREYNOR_RATIO_5YEARS,FUND_ALPHA_10YEARS,FUND_BETA_10YEARS,FUND_MEAN_ANNUAL_RETURN_10YEARS,FUND_R_SQUARED_10YEARS,FUND_STDEV_10YEARS,FUND_SHARPE_RATIO_10YEARS,FUND_TREYNOR_RATIO_10YEARS
schx,etf,us,sterling capital behavioral lar,sterling capital behavioral large cap value equity fund a,usd,large blend,sterling capital funds,pcx,nysearca,america/new_york,771865,978090.0,30887094272.0,109.774,104.19,26.51,0.23171,114.41,-5.34,-0.04667,87.9,21.17,0.24084,"the investment seeks maximum long-term total return, by investing primarily in equity securities of large companies. the fund normally invests at least 80% of its net assets plus borrowings for investment purposes in the equity securities of large companies. large companies are defined as companies with market capitalizations within the range of those companies in the standard & poor's 500© index at the time of purchase.",0.0141,2009-11-03,0.05,blend,large,0.0003,0.0036,0.9991,0.0,0.0228,0.1126,0.1163,0.0597,0.0272,0.1382,0.1304,0.0865,0.0313,0.2513,0.0237,4.44,17.74,26.29,2.96,,,,,,,,,,,,"pfe (""pfizer inc""): 0.0234, ms (""morgan stanley""): 0.0209, c (""citigroup inc""): 0.0202, gs (""goldman sachs group inc""): 0.02, jpm (""jpmorgan chase & co""): 0.0198, cvs (""cvs health corp""): 0.0179, tgt (""target corp""): 0.0174, cof (""capital one financial corp""): 0.0172, gm (""general motors co""): 0.0172, ibm (""international business machines corp""): 0.0172",0.2492,2021-06-30,0.1502,0.075,0.0248,-0.0025,0.0861,0.032,0.4265,0.1345,0.192,0.1014,0.1808,0.1576,0.1488,0.0733,10.0,1.0,0.20905,,0.31396,,-0.0452,,0.21905,,0.11777,,0.01016,-0.00632,0.13331,0.11786,0.32541,0.31437,0.16057,0.14212,0.01613,0.01683,0.15881,0.17791,,0.32264,,-0.38047,,0.04402,,0.15549,,0.04685,,0.12554,,0.29092,,-0.17842,,-0.05751,,-0.05243,0.18,1.02,1.62,99.84,18.93,0.96,17.64,0.11,1.02,1.49,99.84,15.28,1.09,16.62,-0.14,1.02,1.24,99.83,13.8,1.03,14.06
schy,etf,us,bridge builder large cap value ,bridge builder large cap value fund,usd,,bridge builder,pcx,nysearca,america/new_york,90524,101540.0,9929608.0,25.279,25.704,2.82,0.10368,27.2,-2.41,-0.0886,24.38,0.41,0.01682,"the investment seeks to provide capital appreciation. the fund invests, under normal market conditions, at least 80% of its net assets (plus the amount of borrowings for investment purposes) in the securities of large capitalization companies and other instruments, such as certain investment companies, with economic characteristics that seek to track the performance of securities of large capitalization companies. it may invest in american depositary receipts (""adrs"") or global depositary receipts (""gdrs"").",,2021-04-28,,value,large,0.0014,,,,0.1059,0.1407,0.0539,0.1466,0.0058,0.1539,0.1514,0.113,0.0206,0.0139,0.0943,2.23,7.87,15.14,1.3,,,,,,,,,,,,"cmcsa (""comcast corp class a""): 0.0203, mrk (""merck & co inc""): 0.0175, mdt (""medtronic plc""): 0.0157, rtx (""raytheon technologies corp""): 0.0145, goog (""alphabet inc class c""): 0.0138, gs (""goldman sachs group inc""): 0.0138, wfc (""wells fargo & co""): 0.0137, unh (""unitedhealth group inc""): 0.0131, noc (""northrop grumman corp""): 0.0127, fgtxx (""goldman sachs fs government instl""): 0.0119",0.3534,2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schz,etf,us,bridge builder smallmid cap va,bridge builder smallmid cap value fund,usd,intermediate-term bond,bridge builder,pcx,nysearca,america/new_york,767273,873570.0,8970265600.0,54.122,54.397,2.68,0.0478,56.07,-1.69,-0.03014,53.39,0.99,0.01854,"the investment seeks to provide capital appreciation. the fund invests, under normal market conditions, at least 80% of its net assets (plus the amount of borrowings for investment purposes) in the securities of small and mid capitalization companies and other instruments, such as certain investment companies, that seek to track the performance of securities of small and mid capitalization companies. it may invest in securities issued by u.s. and foreign entities.",0.0231,2011-07-14,0.68,,,0.0004,0.0023,,,,,,,,,,,,,,,,,,8.14,6.27,0.0,0.71,0.0293,0.1156,0.1447,0.0003,0.0,0.0,0.0,"fgtxx (""goldman sachs fs government instl""): 0.0086, skx (""skechers usa inc""): 0.0076, elan (""elanco animal health inc""): 0.0071, hban (""huntington bancshares inc""): 0.0071, osk (""oshkosh corp""): 0.007, amp (""ameriprise financial inc""): 0.0065, fang (""diamondback energy inc""): 0.0064, ame (""ametek inc""): 0.0063, fitb (""fifth third bancorp""): 0.0062, pxd (""pioneer natural resources co""): 0.0062",0.0281,2021-06-30,-0.0165,0.0585,0.0082,0.0006,0.0176,0.0082,-0.0068,0.0518,0.0526,0.0378,0.029,0.0286,,0.0465,7.0,2.0,0.07495,,0.08645,,-0.00091,,0.03463,,0.02493,,0.00557,0.00411,0.05973,0.05678,-0.02186,-0.01855,0.03904,0.05871,,0.06207,,0.07431,,0.08281,,0.04235,,0.06573,,0.04126,,0.02161,,0.03989,,,,,,,,,-0.04,1.0,0.43,99.88,3.47,1.18,4.07,-0.09,1.0,0.25,99.91,3.25,0.56,1.78,,,,,,,
sco,etf,us,boston common esg impact intern,boston common esg impact international fund,usd,trading--inverse commodities,boston common,pcx,nysearca,america/new_york,1994019,3589660.0,79400936.0,13.841,20.173,80.53,0.86629,92.96,-76.47,-0.82261,12.43,4.06,0.32663,"the investment seeks long-term capital appreciation. the fund normally invests in a diversified portfolio of common stocks, american depositary receipts (""adrs""), european depositary receipts (""edrs"") and global depositary receipts (""gdrs"") of companies the fund manager believes are high quality (lower debt/total capital, earnings stability and stable cash flow), sustainable and undervalued. it will normally invest at least 80% of its net assets, plus borrowings for investment purposes, in the securities of non-u.s. companies that meet the adviser's esg criteria.",,2008-11-24,,,,0.0095,0.0085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"inga (""ing groep nv""): 0.0338, cs. pa (""axa sa""): 0.0319, sampo (""sampo oyj class a""): 0.0269, ul. l (""unilever plc adr""): 0.0255, 8591 (""orix corp""): 0.0238, su. pa (""schneider electric se""): 0.0238, 6762 (""tdk corp""): 0.0228, ifx. de (""infineon technologies ag""): 0.0227, essity b (""essity ab class b""): 0.0222, fxfxx (""first american treasury obligs x""): 0.0218",2.0001,2021-06-30,-0.611,,-0.1693,,-0.3668,,-0.7519,,-0.3279,,-0.3558,,-0.155,,4.0,8.0,-0.04749,,-0.59074,,0.2252,,-0.23299,,-0.52408,,0.7082,,1.45775,0.45065,-0.2128,0.20761,0.03836,-0.12591,-0.23663,-0.07274,-0.25704,-0.29346,-0.52913,-0.38406,,,,,,,,,,,,,,,,,,,22.65,-5.31,0.32,60.24,105.35,0.02,6.41,-4.76,-5.05,-1.16,55.97,85.91,-0.18,7.28,-9.34,-3.88,0.62,52.49,75.1,0.09,4.12
sdci,etf,us,baillie gifford china a shares ,baillie gifford china a shares fund class k,usd,commodities broad basket,baillie gifford funds,pcx,nysearca,america/new_york,1416,500.0,8220534.0,20.009,19.851,7.07,0.3152,22.43,-3.55,-0.15827,15.36,3.52,0.22917,"the investment seeks capital appreciation. the fund will seek to meet its objective by investing in a portfolio of common stocks and other equity securities of issuers located in the people's republic of china (""china""). under normal circumstances, it will invest at least 80% of its net assets (plus any borrowings for investment purposes) in china ""a"" shares. the fund may also invest in preferred stocks, convertible securities and warrants. it is non-diversified.",,2018-05-03,,,,0.007,0.0081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300347 (""hangzhou tigermed consulting co ltd class a""): 0.0602, 000333 (""midea group co ltd class a""): 0.0571, 601318 (""ping an insurance (group) co. of china ltd""): 0.0526, 300750 (""contemporary amperex technology co ltd class a""): 0.0512, 002821 (""asymchem laboratories tianjin co ltd""): 0.0507, 600519 (""kweichow moutai co ltd""): 0.0504, 603288 (""foshan haitian flavouring and food co ltd class a""): 0.0481, 002410 (""glodon co ltd""): 0.045, 603259 (""wuxi apptec co ltd class a""): 0.0443, 300124 (""shenzhen inovance technology co ltd class a""): 0.0436",0.594,2021-06-30,0.2555,0.081,-0.0044,0.0309,0.1357,-0.0342,0.5522,-0.0415,-0.0184,-0.1594,,-0.1068,,-0.0774,0.0,2.0,-0.11086,,-0.01883,,,,,,,,,-0.26941,,-0.2261,,-0.06381,,-0.002,,-0.06518,,0.14324,,0.18403,,-0.41581,,0.27533,,,,,,,,,,,,,,,-5.39,1.12,0.01,87.04,18.45,-0.06,-2.51,,,,,,,,,,,,,,
sdd,etf,us,boston common esg impact us e,boston common esg impact us equity fund,usd,trading--inverse equity,boston common,pcx,nysearca,america/new_york,2588,4330.0,2026320.0,22.531,24.822,23.73,0.54427,43.6,-19.89,-0.45619,19.87,3.84,0.19326,"the investment seeks long-term capital appreciation. the adviser seeks to preserve and build capital over the long term through investing in a diversified portfolio of stocks and american depositary receipts (""adrs"") of companies the adviser believe are high quality (lower debt/total capital, earnings stability and stable cash flow), sustainable and undervalued. the fund normally invests at least 80% of its net assets, plus borrowings for investment purposes, in equity securities of u.s. companies.",,2007-01-23,0.16,,,0.0095,0.0092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"msft (""microsoft corp""): 0.0709, aapl (""apple inc""): 0.0591, goog (""alphabet inc class c""): 0.0502, v (""visa inc class a""): 0.0351, c (""citigroup inc""): 0.0276, ms (""morgan stanley""): 0.0255, vz (""verizon communications inc""): 0.0237, mhk (""mohawk industries inc""): 0.0235, hasi (""hannon armstrong sustainable infrastructure capital inc""): 0.0216, adbe (""adobe inc""): 0.0204",2.001,2021-06-30,-0.3981,,-0.0171,,-0.1092,,-0.702,,-0.3772,,-0.3754,,-0.3338,,2.0,11.0,-0.55146,,-0.35893,,0.12752,,-0.25048,,-0.437,,-0.04944,,-0.17977,-0.19406,-0.53805,-0.36906,-0.33066,-0.32173,-0.29054,-0.13295,-0.48195,-0.38793,-0.57185,-0.56517,0.24254,0.38633,,-0.07676,,,,,,,,,,,,,,,4.76,-2.35,-2.97,83.11,48.01,-0.77,16.69,-1.08,-2.3,-3.12,75.88,39.76,-0.97,16.6,-2.75,-2.23,-2.82,76.34,34.74,-0.99,15.25
sdef,etf,us,baillie gifford china a shares ,baillie gifford china a shares fund institutional class,usd,,baillie gifford funds,pcx,nysearca,america/new_york,4393,4630.0,1565825.0,20.928,20.818,15.97,0.68925,23.17,-2.5477,-0.10996,7.2,13.4223,1.86421,"the investment seeks capital appreciation. the fund will seek to meet its objective by investing in a portfolio of common stocks and other equity securities of issuers located in the people's republic of china (""china""). under normal circumstances, it will invest at least 80% of its net assets (plus any borrowings for investment purposes) in china ""a"" shares. the fund may also invest in preferred stocks, convertible securities and warrants. it is non-diversified.",,2020-12-30,,value,small,0.0061,,,,0.0,0.0,0.0,0.0002,0.0003,0.5955,0.0,0.0001,0.4037,0.0002,0.0,1.35,,11.04,4.67,,,,,,,,,,,,"300347 (""hangzhou tigermed consulting co ltd class a""): 0.0602, 000333 (""midea group co ltd class a""): 0.0571, 601318 (""ping an insurance (group) co. of china ltd""): 0.0526, 300750 (""contemporary amperex technology co ltd class a""): 0.0512, 002821 (""asymchem laboratories tianjin co ltd""): 0.0507, 600519 (""kweichow moutai co ltd""): 0.0504, 603288 (""foshan haitian flavouring and food co ltd class a""): 0.0481, 002410 (""glodon co ltd""): 0.045, 603259 (""wuxi apptec co ltd class a""): 0.0443, 300124 (""shenzhen inovance technology co ltd class a""): 0.0436",0.2856,2021-05-31,0.0492,,0.0032,,0.0518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sdei,etf,us,blackrock 8020 target allocati,blackrock 8020 target allocation fund class c,usd,,blackrock,pcx,nysearca,america/new_york,2080,2200.0,6442045.0,25.088,24.918,23.04,0.86454,26.65,-1.91,-0.07167,3.61,21.13,5.85319,"the investment seeks long term capital appreciation. the fund, which is a fund of funds, normally obtains exposure to equity securities in an amount equal to 80% of its assets and exposure to fixed-income securities in an amount equal to 20% of its assets. under normal circumstances, the advisor intends to invest primarily in affiliated open-end funds and affiliated etfs. the fund may, when consistent with its investment objective, buy or sell options or futures, or enter into total return swaps and foreign currency transactions (collectively, commonly known as derivatives).",,2020-12-30,,value,medium,0.0045,,0.9941,0.0,0.0928,0.0714,0.1503,0.0,0.1305,0.1889,0.1403,0.0426,0.0,0.1514,0.0319,2.17,9.54,19.99,1.33,,,,,,,,,,,,"itot (""ishares core s&p total u.s.ock mkt etf""): 0.193, esgu (""ishares esg aware msci usa etf""): 0.1927, ""blackrock total return fund - ct"": 0.1282, efv (""ishares msci eafe value etf""): 0.0944, efg (""ishares msci eafe growth etf""): 0.0802, mkdcx (""blackrock emerging mkts k""): 0.0642, vlue (""ishares msci usa value factor etf""): 0.0486, iye (""ishares us energy etf""): 0.0398, ijr (""ishares core s&p small-cap etf""): 0.0389, ixg (""ishares global financials etf""): 0.038",0.441,2021-05-31,,,0.0276,,0.1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sdem,etf,us,blackrock core bond portfolio ,blackrock core bond portfolio investor a shares,usd,diversified emerging mkts,blackrock,pcx,nysearca,america/new_york,128179,667430.0,65253208.0,11.42,11.898,2.22,0.17467,12.71,-1.84,-0.14477,10.49,0.38,0.03622,"the investment seeks to maximize total return, consistent with income generation and prudent investment management. the fund normally invests at least 80% of its assets in bonds and maintains an average portfolio duration that is within â±20% of the duration of the benchmark. the management team selects bonds from several sectors including: u.s. treasuries and agency securities, commercial and residential mortgage-backed securities, cmos, asset-backed securities and corporate bonds. the fund may invest up to 25% of its assets in assets of foreign issuers, of which 10% (as a percentage of the fund's assets) may be invested in emerging markets issuers.",0.0556,2015-03-16,0.9304,value,large,0.0067,0.0056,0.9981,0.0,0.1837,0.0,0.0637,0.059,0.083,0.2162,0.0158,0.0354,0.1545,0.0627,0.126,0.91,5.67,7.1,0.6,,,,,,,,,,,,"tstxx (""blackrock liquidity t-fund instl""): 0.0779, ""japan (government of)"": 0.0304, ""federal national mortgage association 3%"": 0.0167, ""china (people's republic of) 1.99%"": 0.0164, ""china (people's republic of) 2.68%"": 0.0157, ""federal national mortgage association 2%"": 0.0121, ""government national mortgage association 2.5%"": 0.011, ""federal national mortgage association 4%"": 0.0106, ""united states treasury notes 1.75%"": 0.0103",0.2277,2021-06-30,0.0759,0.1483,-0.0164,0.0101,0.0164,0.0704,0.2803,0.1554,0.0143,-0.0218,0.0426,0.0165,,0.0359,3.0,2.0,-0.1102,,0.16783,,-0.17142,,0.16432,,0.26603,,,-0.16233,,-0.03814,,-0.03099,,0.17248,,-0.19495,,0.21082,,0.70114,,-0.492,,0.40484,,0.29363,,0.33696,,0.28617,,0.50479,,,,,,,-8.16,1.15,0.31,83.1,22.22,0.11,0.03,-6.98,1.13,0.5,75.76,18.92,0.25,2.73,,,,,,,
sdg,etf,us,blackrock core bond portfolio ,blackrock core bond portfolio investor c shares,usd,,blackrock,ngm,nasdaqgm,america/new_york,24967,23890.0,478361760.0,95.168,96.789,12.04,0.11935,100.88,-10.39999,-0.10309,88.84,1.64001,0.01846,"the investment seeks to maximize total return, consistent with income generation and prudent investment management. the fund normally invests at least 80% of its assets in bonds and maintains an average portfolio duration that is within â±20% of the duration of the benchmark. the management team selects bonds from several sectors including: u.s. treasuries and agency securities, commercial and residential mortgage-backed securities, cmos, asset-backed securities and corporate bonds. the fund may invest up to 25% of its assets in assets of foreign issuers, of which 10% (as a percentage of the fund's assets) may be invested in emerging markets issuers.",0.0093,2016-04-20,0.47,blend,large,0.0049,,,,0.0803,0.0143,0.112,0.1976,0.0,0.0,0.1977,0.2286,0.0824,0.0416,0.0454,2.53,13.42,23.19,1.44,,,,,,,,,,,,"tstxx (""blackrock liquidity t-fund instl""): 0.0779, ""japan (government of)"": 0.0304, ""federal national mortgage association 3%"": 0.0167, ""china (people's republic of) 1.99%"": 0.0164, ""china (people's republic of) 2.68%"": 0.0157, ""federal national mortgage association 2%"": 0.0121, ""government national mortgage association 2.5%"": 0.011, ""federal national mortgage association 4%"": 0.0106, ""united states treasury notes 1.75%"": 0.0103",0.3487,2021-05-31,0.0394,,0.0049,,0.0338,,0.514,,0.2019,,0.1717,,,,3.0,1.0,0.44667,,0.24784,,-0.07552,,0.26925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.78,0.9,1.68,82.06,17.92,1.05,21.01,3.72,0.9,1.4,80.54,14.65,1.07,17.51,,,,,,,
sdga,etf,us,blackrock global dividend ptf i,blackrock global dividend portfolio investor c shares,usd,large value,blackrock,pcx,nysearca,america/new_york,672,1250.0,5455471.0,28.568,27.529,5.25,0.17671,29.71,-1.521,-0.05119,24.46,3.729,0.15245,"the investment seeks to provide a level of current income that exceeds the average yield on global stocks generally. under normal circumstances, the fund will invest at least 80% of its net assets in dividend-paying equity securities and at least 40% of its assets outside of the u.s. (unless market conditions are not deemed favorable by fund management, in which case the fund would invest at least 30% of its assets outside of the u.s.). it will primarily invest in common stock, preferred stock, securities convertible into common and preferred stock and non-convertible preferred stock.",0.0145,2018-09-24,0.41,blend,large,0.0075,0.0034,,,0.0252,0.0656,0.0981,0.1223,0.0,0.2268,0.1465,0.0575,0.0086,0.2419,0.0074,2.64,13.51,21.16,2.75,,,,,,,,,,,,"msft (""microsoft corp""): 0.0389, san. pa (""sanofi sa""): 0.0386, rkt. l (""reckitt benckiser group plc""): 0.0363, rel. l (""relx plc""): 0.0353, 2330. tw (""taiwan semiconductor manufacturing co ltd""): 0.0328, ice (""intercontinental exchange inc""): 0.0313, t. to (""telus corp""): 0.0297, unh (""unitedhealth group inc""): 0.0295, fis (""fidelity national information services inc""): 0.0293, bmy (""bristol-myers squibb company""): 0.0284",0.3857,2021-06-30,0.0881,0.109,-0.0017,-0.001,0.0569,0.0326,0.3911,0.1704,,0.1053,,0.1536,,0.0655,2.0,0.0,0.15981,,0.23071,,,,,,,,,-0.0189,,0.1253,,0.30048,,0.14025,,0.04626,,0.16532,,0.25157,,-0.35846,,0.01809,,0.20182,,0.05311,,0.14458,,0.30804,,-0.17206,,-0.0626,,0.06973,,,,,,,,,,,,,,,,,,,,,
sdiv,etf,us,blackrock core bond portfolio ,blackrock core bond portfolio class r shares,usd,,blackrock,pcx,nysearca,america/new_york,536106,724990.0,989929920.0,13.023,13.631,2.6,0.17627,14.75,-2.48,-0.16814,12.15,0.12,0.00988,"the investment seeks to maximize total return, consistent with income generation and prudent investment management. the fund normally invests at least 80% of its assets in bonds and maintains an average portfolio duration that is within â±20% of the duration of the benchmark. the management team selects bonds from several sectors including: u.s. treasuries and agency securities, commercial and residential mortgage-backed securities, cmos, asset-backed securities and corporate bonds. the fund may invest up to 25% of its assets in assets of foreign issuers, of which 10% (as a percentage of the fund's assets) may be invested in emerging markets issuers.",0.0683,2011-06-08,1.2455,value,medium,0.0059,,,,0.0605,0.0612,0.032,0.0612,0.0959,0.102,0.0,0.0751,0.4429,0.024,0.045,0.98,4.33,6.16,0.74,,,,,,,,,,,,"tstxx (""blackrock liquidity t-fund instl""): 0.0779, ""japan (government of)"": 0.0304, ""federal national mortgage association 3%"": 0.0167, ""china (people's republic of) 1.99%"": 0.0164, ""china (people's republic of) 2.68%"": 0.0157, ""federal national mortgage association 2%"": 0.0121, ""government national mortgage association 2.5%"": 0.011, ""federal national mortgage association 4%"": 0.0106, ""united states treasury notes 1.75%"": 0.0103",0.1229,2021-06-30,0.1341,,-0.0087,,0.0356,,0.3852,,-0.0463,,0.0006,,0.0169,,6.0,3.0,-0.20714,,0.12639,,-0.14705,,0.11542,,0.13168,,-0.08548,,0.05788,,0.14732,,0.15296,,,,,,,,,,,,,,,,,,,,,,,,,,-21.02,1.43,0.02,77.03,29.3,-0.03,-4.06,-16.61,1.37,0.27,74.42,23.09,0.09,-0.78,-8.63,1.21,0.32,75.98,19.45,0.17,0.96
sdog,etf,us,blackrock 2080 target allocati,blackrock 2080 target allocation fund investor c shares,usd,large value,blackrock,pcx,nysearca,america/new_york,32890,33650.0,1213589632.0,52.503,52.54,12.43,0.22117,56.2,-4.86,-0.08648,43.77,7.57,0.17295,"the investment seeks a balance between long term capital appreciation and high current income, with an emphasis on income. the fund, which is a fund of funds, normally obtains exposure to equity securities (and certain other instruments) in an amount equal to 20% of its assets and exposure to fixed-income securities in an amount equal to 80% of its assets. normally, the advisor intends to invest primarily in affiliated open-end funds and affiliated etfs. the fund may, when consistent with its investment objective, buy or sell options or futures, or enter into total return swaps and foreign currency transactions (collectively, commonly known as derivatives).",0.0322,2012-06-29,,value,medium,0.004,0.0034,0.997,0.0,0.0586,0.099,0.1197,0.1011,0.1016,0.1187,0.1222,0.1014,0.0,0.0778,0.0999,2.44,9.06,20.17,1.14,,,,,,,,,,,,"""blackrock total return fund - ct"": 0.2481, bsikx (""blackrock strategic income opps k""): 0.1144, iusb (""ishares core total usd bond market etf""): 0.114, govt (""ishares us treasury bond etf""): 0.1136, faln (""ishares fallen angels usd bond etf""): 0.0995, itot (""ishares core s&p total u.s.ock mkt etf""): 0.0708, comt (""ishares gsci cmd dyn roll stgy etf""): 0.0362, agg (""ishares core us aggregate bond etf""): 0.0307, vlue (""ishares msci usa value factor etf""): 0.0299, efv (""ishares msci eafe value etf""): 0.0281",0.2069,2021-06-30,0.2076,0.109,-0.0216,-0.001,0.0377,0.0326,0.5107,0.1704,0.1014,0.1053,0.0982,0.1536,,0.0655,5.0,3.0,-0.00321,,0.24072,,-0.11293,,0.12688,,0.22374,,-0.03237,-0.0189,0.14986,0.1253,0.34292,0.30048,,0.14025,,0.04626,,0.16532,,0.25157,,-0.35846,,0.01809,,0.20182,,0.05311,,0.14458,,0.30804,,-0.17206,,-0.0626,,0.06973,-9.15,1.15,1.04,84.92,23.15,0.48,7.78,-8.7,1.15,0.94,84.37,18.77,0.54,7.57,,,,,,,
sdow,etf,us,blackrock emerging markets flex,blackrock emerging markets flexible dynamic bond portfolio investor c shares,usd,trading--inverse equity,blackrock,pcx,nysearca,america/new_york,5885915,8803880.0,356676672.0,29.421,33.882,114.25,0.81236,140.64,-110.1,-0.78285,26.39,4.15,0.15726,"the investment seeks maximum long term total return. the fund invests primarily in a global portfolio of fixed income securities and derivatives of any maturity of issuers located in emerging markets that may be denominated in any currency (on a hedged or un-hedged basis). it will invest at least 80% of its assets in fixed income securities issued by governments, their political subdivisions (states, provinces and municipalities), agencies and companies tied economically to an emerging market. the fund is non-diversified.",,2010-02-09,,,,0.0095,0.0092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""united states treasury notes 2.12%"": 0.075, ""petrobras global finance b. v. 6.85%"": 0.0426, ""angola (republic of) 9.38%"": 0.0321, ""ukraine (republic of) 1.26%"": 0.0314, ""china (people's republic of) 3.03%"": 0.0274, ""china (people's republic of) 3.27%"": 0.0273, ""oman (sultanate of) 6.75%"": 0.026, ""gabonese (republic of) 6.95%"": 0.0247, ""hungary (republic of) 1.5%"": 0.0216, ""senegal (republic of) 5.38%"": 0.0209",1.1526,2021-06-30,-0.3545,,-0.0048,,-0.1515,,-0.6577,,-0.5166,,-0.4846,,-0.4211,,0.0,10.0,-0.6649,,-0.49563,,-0.00691,,-0.52177,,-0.42188,,-0.13848,,-0.30143,-0.19406,-0.56949,-0.36906,-0.32086,-0.32173,-0.40237,-0.13295,,-0.38793,,-0.56517,,0.38633,,-0.07676,,,,,,,,,,,,,,,-20.79,-2.22,-4.91,72.21,48.64,-1.24,23.84,-19.93,-2.29,-4.69,73.31,40.33,-1.42,21.63,-13.02,-2.4,-3.88,79.82,36.63,-1.29,17.77
